path,q1,a1,q2,a2,q3,a3
b9/b98f51df.jpg,What is in the image?,Candles,What color is the middle candle?,White,How tall are the candles?,8.9cm
99/99376ab5.jpg,What is in the image?,Case,What color is the case?,Green,What is on the case?,hello
f8/f83862dd.jpg,What is depicted?,Hamper,What color is it?,White,What is on the wheels?,Hamper
a1/a12be596.jpg,What is depicted?,Case,What color is dominant?,Orange,What is the case's design?,Smoke
30/308bfb7a.jpg,What is depicted in the image?,Candle,What color is the candle?,Red,What shape is the candle?,Square
42/4232ce41.jpg,What is in the image?,Case,What color is the case?,Black,What is the shape?,Rectangle
60/60153226.jpg,What is in the image?,Box,What color is it?,Brown,What is the shape?,Cube
91/915d8b5b.jpg,What item is visible?,Case,What color is dominant?,Red,What is the case made of?,Silicone
58/58c2a4e9.jpg,What is depicted in the image?,Case,What color is the background?,Pink,What is on the case?,Headphones
31/311bd2c6.jpg,What is in the image?,Footstool,What is the height?,410cm,What is the shape?,Square
93/9373277c.jpg,What is in the image?,Case,What color is the case?,Black,What is depicted on the case?,Couple
43/43e65208.jpg,What is depicted in this image?,Case,What color is the case?,Black,What is the apparent texture?,Carbon
bb/bbf6718f.jpg,What is in the image?,Chair,What color is it?,Gray,What is the armrest?,Expanded
de/def67f2d.jpg,What is depicted in the image?,Pump,What color is the pump?,Black,What is the pump's apparent material?,Plastic
b1/b19c060d.jpg,What is depicted?,Thyme,What color is the background?,Green,What is the herb?,Thyme
40/40a59ac9.jpg,What is depicted in the image?,Cat,What color is the background?,Pink,What color is the bow?,Pink
36/36425e62.jpg,What is in the image?,Bags,What color are the ties?,Red,What is the primary color of the bag?,White
53/53bda7f4.jpg,What is in the image?,Dresser,What color is it?,White,What is on top?,Flowers
11/11dba7a4.jpg,What is depicted in the image?,Case,What color is the background?,Black,What letter is shown?,W
85/85cbc31e.jpg,What is in the image?,Case,What color is the case?,Black,What is visible on the case?,Equations
62/6255ee0d.jpg,What is in the image?,Earrings,What color are the earrings?,White,How many earrings are shown?,Two
af/af07448e.jpg,What is in the image?,Chair,What color is the chair?,White,What is the chair made of?,Leather
68/68657f6c.jpg,What is in the image?,Crackers,What color are the packages?,Red,How many packages are shown?,Five
d4/d4e2aecf.jpg,What is in the image?,Case,What color is the case?,Black,What word is on the case?,Queen
5d/5d4fd3ea.jpg,What is depicted in the image?,Clock,What color is the clock's face?,White,What is the clock's shape?,Round
13/13872e7c.jpg,What is in the image?,Shoes,What color are the shoes?,Green,What is the slipper made of?,Fur
ac/ac69449e.jpg,What is in the image?,Facts,What is the shape?,Rectangle,How many servings are there?,30
3a/3a68d0a5.jpg,What is in the image?,shelf,What color is the shelf?,white,What color is the curtain?,brown
ec/ec199fb4.jpg,What is in the image?,Bank,What is the height?,142.8mm,What color is it?,Black
92/9277bcc4.jpg,What is in the image?,Canvas,What color is the canvas?,White,How many canvases are shown?,Four
01/0122871c.jpg,What is in the image?,Desk,What color is it?,White,What shape is the desk?,Corner
1d/1d7d9546.jpg,What is in the image?,Sofa,What color is it?,Grey,What is the shape?,Sofa
3e/3ecbb1b4.jpg,What is depicted?,Wood,What color is shown?,White,What is the other color?,Oak
25/25ecbcb3.jpg,What is in the image?,Sunglasses,What color are the lenses?,Green,What is the frame color?,Tortoise
5a/5a696191.jpg,What is in the image?,tent,What color is the base?,black,What is the material?,metal
76/760fa6f8.jpg,What is in the image?,Case,What color is it?,Transparent,Is it transparent?,Yes
9f/9f1efe1d.jpg,What is in the image?,Pouch,What is the primary color?,Clear,Is it transparent?,Yes
58/58dad695.jpg,What is in the image?,Case,What color is the primary color?,Blue,What is the shape?,Rectangular
9a/9ae88b48.jpg,What is in the image?,find.,What color is the text?,black,How many languages are listed?,four
be/be7b7ce8.jpg,What is depicted in the image?,Knob,What color is the knob?,Bronze,What is the shape of the main part?,Round
51/51038782.jpg,What is depicted?,Case,What material is it made of?,TPU,What color is the case?,Blue
42/427c62de.jpg,What is in the image?,Lamp,What color is the base?,Blue,What color is the shade?,White
ce/ce6ab206.jpg,What is in the image?,Case,What color is the case?,Purple,Is it transparent?,No
f1/f1957070.jpg,What is in the image?,Diaper,What color is the indicator?,Yellow,What is the fit?,Thin
2e/2e063c22.jpg,What is in the image?,Sofa,What color is it?,Blue,What is the shape?,Square
ed/ed90c7cd.jpg,What is in the image?,Case,What is the primary color?,Clear,Is it transparent?,Yes
8a/8a1db2af.jpg,What is depicted in this image?,Tree,What color are the birds?,Blue,What is the primary shape of the main object?,Branch
8e/8ecb0bfa.jpg,What is in the image?,Case,What color is it?,Purple,What is the case made of?,Silicone
37/377e1867.jpg,What is in the image?,Case,What color is the case?,White,Is it transparent?,No
b2/b2ad3b5c.jpg,What is in the image?,Shoe,What color is the shoe?,Red,What is the sole color?,White
14/14a9c7a5.jpg,What is depicted?,Shelves,What color is the wood?,Brown,How many shelves are there?,Three
97/9711b5ca.jpg,What is depicted?,Case,What is the primary color?,Pink,Is it transparent?,No
90/905faaa6.jpg,What is depicted in the image?,Necklace,What color is the chain?,Silver,What is the clasp type?,Lobster
95/951317eb.jpg,What is in the image?,Box,What color is the box?,Brown,What is the shape?,Rectangular
2f/2f1dee1a.jpg,What is depicted in the image?,Girl,What color is the background?,Pink,What is she wearing?,Shorts
e3/e3514bce.jpg,What is in the image?,Earrings,What shape are the earrings?,Square,What color are the earrings?,Gold
05/050d9c83.jpg,What is in the image?,Tape,How many rolls are shown?,Four,What color is the tape?,White
0e/0e751c38.jpg,What is in the image?,Case,What color is it?,Black,Is it transparent?,No
ef/efbe7dfa.jpg,What is in the image?,Set,What color is it?,Khaki,What is the material?,Fabric
ad/ad419e98.jpg,What is in the image?,box,What color is the box?,orange,What is the applicator color?,blue
62/626e2d3c.jpg,What is in the image?,Case,What color is the case?,Brown,What is the case's texture?,Wood
4c/4c329ea0.jpg,What is in the image?,Wrench,What color is it?,Silver,What is the shape?,Bar
b1/b1a5db3f.jpg,What is in the image?,Necklace,What color is the necklace?,Gold,What shape is the pendant?,Horseshoe
ee/ee2fd507.jpg,What is in the image?,Showerhead,What color is it?,Chrome,What is the shape?,Round
3f/3f4364e5.jpg,What is in the image?,Desk,What color is it?,White,What shape is the desk?,L-shaped
84/842ab83d.jpg,What is depicted in the image?,Case,What color is the case?,Black,What is on the case?,Heart
67/676fccdc.jpg,What is in the image?,box,What color is the box?,purple,How many caplets?,42
f9/f9463612.jpg,What is in the image?,Case,What color are the hearts?,Pink,What is the case's pattern?,Hearts
d9/d9e6a4d3.jpg,What is in the image?,Tree,What color is it?,Beige,How many platforms are there?,Three
bc/bc8c4334.jpg,What is in the image?,Boot,What color is it?,Green,What is the boots' texture?,Smooth
f7/f7da29f1.jpg,What is in the image?,Lamp,What is the height?,65inch,What color is the base?,Bronze
b6/b65453a6.jpg,What is in the image?,Handle,What color is the handle?,Gold,What is the shape of the handle?,Lever
8e/8e59db57.jpg,What is in the image?,Case,What color is it?,Black,What is written on it?,Sad
8d/8da57021.jpg,What is in the image?,Brace,What color is the central strip?,Brown,What is the main color?,Gray
ee/ee2236c9.jpg,What is depicted in this image?,Handle,What color is the handle?,Bronze,How many handles are shown?,One
a8/a8122012.jpg,What is in the image?,Case,What color is the case?,Blue,What letter is shown?,A
38/38aa4230.jpg,What is depicted in the image?,Cat,What color is the background?,Pink,What is the cat eating?,Strawberry
0c/0cabb184.jpg,What is in the image?,Oil,What is the shape?,Bottle,What color is the bottle?,Clear
ba/ba680524.jpg,What is in the image?,Container,What color is it?,White,How many are shown?,Three
dd/ddc9ead6.jpg,What is depicted in the image?,Necklace,What color is the necklace?,Gold,What is the shape of the pendant?,Infinity
b9/b920a5bf.jpg,What is in the image?,Case,What color is the case?,Orange,What number is shown?,One
75/75f8facd.jpg,What is in the image?,Case,What color is the background?,Green,What shape is the main design?,Heart
81/819c19f1.jpg,What is in the image?,sheets,What color are the sheets?,white,How many sheets are there?,two
ac/ac9bdeb0.jpg,What is in the image?,Case,What color is the case?,Pink,What is on the case?,Headphones
42/425fa552.jpg,What is depicted in the image?,Table,What is the table's width?,48.5cm,What color is the table?,Natural
57/5729cdec.jpg,What is in the image?,Case,What color is it?,Pink,Is it opaque?,Yes
ee/ee52cee0.jpg,What is depicted in the image?,Antenna,What color is the antenna?,Black,What is the shape of the antenna?,Rectangular
43/43502889.jpg,What is in the image?,Necklace,What shape is the pendant?,Heart,What is the pendant made of?,Silver
0e/0ea3fcf0.jpg,What is in the image?,Case,What color is the case?,Blue,Is it transparent?,No
27/27d26f60.jpg,What is in the image?,Berries,What color is the background?,Blue,What is the shape of the berries?,Round
e8/e801f700.jpg,What is depicted?,Case,What color is it?,Purple,What is on the case?,Moon
5f/5f0bf9ae.jpg,What is depicted in the image?,Case,What color is the background?,Black,What pattern is shown?,Stars
af/affb5671.jpg,What is in the image?,Microwave,What color is the microwave?,Black,What is the bowl's color?,Orange
bd/bd605009.jpg,What is in the image?,Handle,What color is it?,Black,What is its shape?,Curved
75/75f80f01.jpg,What is shown in the image?,Earrings,What color are the stones?,White,What shape are the earrings?,Cushion
ba/ba50a3ca.jpg,What is depicted?,Pencil,What color is it?,Red,What is the shape of the tip?,Point
4e/4ea1cd0f.jpg,What is in the image?,Tablet,What color is the tablet?,White,What is next to the tablet?,Quarter
c6/c60829bd.jpg,What is in the image?,Canopy,What color is the canopy?,Red,What is the material of the frame?,Metal
b1/b16614ab.jpg,What is depicted?,Case,What color is it?,Black,What is written on it?,Sad
a7/a774807c.jpg,What is depicted in the image?,Battery,What color is it?,Blue,How many batteries are shown?,One
e3/e3496357.jpg,What is in the image?,Bulb,What color is it?,White,What is the shape?,Round
2c/2ce9ead6.jpg,What is in the image?,Protector,What color is the protector?,Purple,Is it transparent or opaque?,Opaque
ea/eaa2c0df.jpg,What is in the image?,bottles,What color are the bottles?,white,How many bottles are there?,six
e3/e3412ef7.jpg,What is depicted in the image?,Necklace,What color is the pendant?,Gold,What shape is the pendant?,Disc
12/121e3440.jpg,What is in the image?,Dispenser,What color is it?,White,What is the shape?,Rectangular
99/9951835a.jpg,What is in the image?,Shoes,What color are the shoes?,Blue,What color is the back?,Brown
74/74a66b0d.jpg,What is in the image?,Curtains,What color are the curtains?,Pink,How many curtains are shown?,Two
74/742c37a9.jpg,What is depicted?,Table,What is the width?,700mm,What shape is it?,Triangular
d1/d18b04d1.jpg,What is in the image?,Case,What color is the case?,Black,What letter is shown?,M
6e/6ea58e1d.jpg,What is in the image?,Light,What color is it?,Black,What is the shape?,Globe
0b/0bec43b2.jpg,What is in the image?,Album,What color is the cover?,Peach,What is on the cover?,Butterflies
4a/4a6b5e50.jpg,What is in the image?,Faucet,What color is the faucet?,Black,What is the faucet made of?,Metal
f8/f80f33d9.jpg,What is in the image?,Case,What color is the case?,Pink,What is on the case?,Kitty
cd/cd63eeca.jpg,What is in the image?,Table,What is the height?,51.56cm,What color is the top?,Walnut
2d/2d3c220f.jpg,What is in the image?,Earrings,What color are the earrings?,Opal,How many earrings are shown?,Two
9f/9f364605.jpg,What is in the image?,Nappies,What color is the packaging?,Orange,What is the shape?,Rectangular
41/41dab7c7.jpg,What is in the image?,Diffuser,What color is the base?,Brown,What is the shape?,Teardrop
60/604b460c.jpg,What is in the image?,Gummies,What color is one gummy?,Pink,What color is the other gummy?,Yellow
7e/7e9a5a00.jpg,What is depicted in the image?,Frames,What color are the frames?,Black,How many frames are shown?,Ten
6e/6efda596.jpg,What is depicted in the image?,Spoon,What color is the spoon?,White,What is the spoon made of?,Plastic
5b/5bd20451.jpg,What is depicted in the image?,Case,What color is the moon?,Red,What is the background color?,Black
2a/2a18760c.jpg,What is in the image?,Watch,What color is the band?,Brown,What is the material?,Metal
f0/f092e399.jpg,What is depicted in the image?,Drink,What color is the drink?,Yellow,What is the drink in?,Glass
89/89d55759.jpg,What item is visible?,Sandal,What pattern is shown?,Leopard,What color is the sole?,Brown
ec/ece0fc5a.jpg,What is depicted in the image?,bed,What color is the bedding?,Gray,What is on the bed?,Duvet
3b/3b7509c6.jpg,What is depicted in this image?,Frame,What color is the frame?,Silver,What is the shape of the item?,Rectangle
6c/6c614222.jpg,What is in the image?,Case,What color is the case?,Black,What is on the case?,Meow
79/79c384a0.jpg,What is depicted in the image?,Belt,What color is the belt?,Grey,What is the shape of the item?,Rectangular
24/2401170a.jpg,What is in the image?,Hook,What color is it?,Clear,How many hooks are there?,Two
76/761bc9d7.jpg,What is in the image?,hazelnuts,How many boxes are there?,Three,What color is the cone?,blue
2c/2c533a65.jpg,What is in the image?,Chair,What color is it?,Red,What is the chair's main material?,Leather
b5/b535b230.jpg,What is in the image?,Dresser,What color is it?,Black,How many drawers are there?,Three
08/084c5a13.jpg,What is in the image?,desk,What color is the desk?,white,What is the shape?,corner
41/410a1403.jpg,What is in the image?,Case,What color is the background?,Green,What is printed on the case?,Donuts
7f/7f3c40a3.jpg,What is in the image?,Case,What color is prominent?,Pink,What is the shape?,Rectangle
24/24ec9996.jpg,What is in the image?,screen,What color is it?,Clear,Is it transparent?,Yes
ec/ec6648c0.jpg,What is shown?,Lift,What color is it?,Green,What is the shape?,Rectangular
11/111dca19.jpg,What is in the image?,Chair,What color is it?,Blue,What is the chair made of?,Leather
22/225b2470.jpg,What item is visible?,Shoes,What color are they?,Green,What is the style?,Sneakers
a3/a380f7e4.jpg,What is in the image?,Case,What color is the background?,Blue,What letter is shown?,S
9c/9c9884a9.jpg,What is in the image?,Wardrobe,What is the primary color?,White,Is it opaque?,Yes
79/7964ce01.jpg,What is in the image?,Case,What color is prominent?,Pink,What is the shape of the pattern?,Triangles
47/47954891.jpg,What is in the image?,bottle,What is the primary color?,white,How many Softgels?,100
99/993d89c7.jpg,What is depicted in the image?,Rope,What color is it?,Blue,What is the primary shape?,Cylinder
6e/6eb3d90c.jpg,What's depicted in the image?,Earring,What color is the stone?,White,What shape is the stone?,Round
60/60cc42be.jpg,What is in the image?,Case,What color is the case?,Pink,What is on the case?,World
64/64cdc629.jpg,What is in the image?,Gazebo,What color is it?,Beige,What shape is it?,Rectangular
1a/1a5a51cb.jpg,What is depicted?,Guitar,What color is the guitar?,Yellow,Is it transparent?,No
3d/3df696ba.jpg,What is in the image?,Case,What color is the case?,Black,What is on the moon?,Cat
80/80ac15f1.jpg,What is depicted?,Battery,What color is it?,Blue,How many are shown?,One
3d/3da70d3b.jpg,What is in the image?,Case,What color is the case?,Black,What is the pattern?,Rangoli
9a/9ab0cd62.jpg,What is in the image?,hanger,What color is it?,White,What is it made of?,Plastic
8e/8e822501.jpg,What is in the image?,Knobs,What color are the knobs?,Black,How many knobs are shown?,Two
1b/1b77cde6.jpg,What is depicted?,Case,What pattern is shown?,Donuts,What color is the background?,Maroon
77/774cb09c.jpg,What is in the image?,Desk,What color is the desk?,Black,What is the desk made of?,Wood
a3/a307f1eb.jpg,What is depicted?,Case,What color is the case?,Red,What is the design?,Sunset
de/de64fe02.jpg,What is in the image?,Case,What color is it?,Brown,What is the case made of?,Leather
83/83263d78.jpg,What is depicted?,Mix,What is the weight?,200g,What color is the bag?,Purple
31/31e8e16e.jpg,What is in the image?,Oil,What color is the oil?,Yellow,Is the bottle transparent?,Yes
d0/d0e44e58.jpg,What is in the image?,Case,What color is the background?,Purple,What is printed on the case?,Coffee
36/36d21269.jpg,What is in the image?,Case,What color is it?,Blue,What is the shape?,Rectangle
f8/f8a78cbe.jpg,What is in the image?,Case,What color is it?,Pink,What is the pattern?,Flowers
ef/ef601036.jpg,What is in the image?,Desk,What color is the desk top?,Brown,What color are the legs?,White
0b/0b23f65a.jpg,What is shown in the image?,Case,What color is the case?,Brown,What is the case made of?,Leather
2e/2ef71205.jpg,What is shown?,Shoe,What color is the sole?,White,What is the texture of the sole?,Ridged
54/544c0f81.jpg,What is in the image?,knobs,What color are the knobs?,silver,How many knobs are shown?,Two
2f/2f1397c9.jpg,What is in the image?,Pan,What color is it?,Red,What is the handle made of?,Silicone
1d/1dcde198.jpg,What item is visible?,Shoes,What color are the shoes?,Blue,What is the shape of the toe?,Point
8f/8f2abf0b.jpg,What is depicted in the image?,Lock,What color is the lock?,Gold,What is the visible material?,Metal
fd/fd8b3935.jpg,What is in the image?,Desk,What color is the desk?,Brown,How many drawers are there?,One
38/38317055.jpg,What is depicted?,Dropper,What shape is it?,Droplet,Is the image black and white?,Yes
eb/eb6bc6de.jpg,What is in the image?,Case,What color is the background?,Yellow,Is it transparent or opaque?,Opaque
c1/c128c477.jpg,What is depicted in the image?,Clouds,What color is the sky?,Blue,What is the man climbing?,Ladder
4c/4cff800b.jpg,What is depicted in the image?,Light,What color is the fixture?,Black,What is the shape of the shade?,Dome
d2/d2c9491b.jpg,What is in the image?,Case,What color is it?,Pink,What is on the case?,Headphones
33/337109fe.jpg,What is in the image?,Earrings,What color are the stones?,Green,How many earrings are shown?,Two
72/722bd11b.jpg,What is depicted?,Case,What color is the case?,Black,What is the material?,PC
fe/fee2b3ec.jpg,What is in the image?,Set,What color is the set?,Black,How many pieces are shown?,Five
bb/bb7a8919.jpg,What is depicted in the image?,Stool,What color is the stool?,White,What is the stool made of?,Plastic
b5/b537ec6e.jpg,What is in the image?,Case,What color is the case?,Black,What material is it made from?,TPU
bc/bc9f8326.jpg,What is in the image?,Ingredients,What color is the label?,White,What is the shape of the label?,Rectangular
ee/ee940f62.jpg,What is in the image?,Cleaner,What color is the bottle?,Clear,Is it opaque?,No
05/0522522d.jpg,What is in the image?,Lead,What color is it?,Pink,What is the shape?,Strap
c3/c3c01b91.jpg,What is in the image?,Case,What color is the background?,Pink,What is on the case?,Girl
00/008eaae0.jpg,What is in the image?,ingredients,What ingredient is listed?,wheat,What language is used?,French
9f/9f54bac0.jpg,What is depicted in the image?,Flowers,What color are the flowers?,White,How many flower arrangements are shown?,Two
fb/fbf14fb4.jpg,What is in the image?,Case,What color is it?,Black,Is it opaque?,Yes
48/4821ce05.jpg,What is in the image?,Screen,What color is it?,Gray,Is it opaque?,Yes
43/4390a110.jpg,What is in the image?,rug,What is the primary color?,grey,What pattern is shown?,floral
ce/ce64384d.jpg,What is in the image?,Shampoo,What is the height?,221mm,What color is it?,Yellow
67/67224270.jpg,What is in the image?,Table,What color is the table?,Gray,What is the shape?,Square
d0/d0f73796.jpg,What is in the image?,bed,What color is the bed?,black,What is the shape of the bed?,rectangular
a4/a47569a1.jpg,What is in the image?,Case,What color is the case?,Blue,Is it transparent?,Yes
6c/6c33078e.jpg,What is in the image?,Organizers,What color is one organizer?,White,What color is the other organizer?,Gray
ec/ece3417b.jpg,What is in the image?,Gum,What color is the box?,Green,How many pieces?,20
5c/5c0fe48e.jpg,What is depicted?,Case,What color is the tower?,Pink,Is the case opaque?,Yes
fa/faa34208.jpg,What is in the image?,showerhead,What color is it?,chrome,What is its shape?,round
28/28f056a6.jpg,What is in the image?,Heater,What color is it?,Brown,What is it made of?,Metal
8f/8f197f2e.jpg,What is shown in the image?,text,What color is the text?,blue,Is the text capitalized?,Yes
d2/d2101820.jpg,What is in the image?,Pan,What color is it?,Grey,How many pans are shown?,One
53/532b8081.jpg,What is in the image?,Case,What color is the case?,Pink,What is on the case?,Headphones
88/886f5515.jpg,What is depicted?,Case,What is the primary color?,Black,What pattern is shown?,Stars
82/82b65f96.jpg,What is in the image?,Case,What color is the case?,Black,What letter is shown?,N
00/005eff8c.jpg,What is in the image?,Case,What color is the case?,Black,What is the pattern?,Tribal
1a/1a36db0e.jpg,What is in the image?,Case,What color is it?,Orange,What number is shown?,One
cb/cb4c3510.jpg,What is in the image?,Footstool,What color is it?,Grey,What is the shape?,Square
93/93400444.jpg,What is in the image?,Case,What color are the flowers?,Blue,What is the case made of?,Silicone
16/16a0c13c.jpg,What is in the image?,Chair,What is the height?,77.5cm,What color is it?,Grey
c6/c6352af7.jpg,What is in the image?,Case,What color are the flowers?,Pink,What is the shape?,Rectangle
46/46165392.jpg,What is in the image?,Case,What color is the background?,Black,What letter is shown?,J
d1/d1690a9d.jpg,What is depicted in the image?,Sofa,What color is the sofa?,Gray,How many cushions are visible?,Three
cd/cd176a48.jpg,What is in the image?,Bag,What is the primary color?,Red,How large is the beanbag?,127cm
55/55503c28.jpg,What is in the image?,Coffee,What color is the bag?,Blue,What is the roast?,Medium
15/15dd459a.jpg,What is in the image?,Closet,What color is it?,White,What is inside?,Clothes
f5/f515f6ea.jpg,What is in the image?,Gin,What is the volume?,70cl,What color is the background?,yellow
13/13979319.jpg,What is in the image?,Oil,What color is the oil?,Green,How many bottles are there?,Six
6b/6b78969f.jpg,What is depicted in the image?,Case,What color is the background?,blue,What is on the case?,kitty
2f/2f2b7190.jpg,What is in the image?,Sandal,What color is the sole?,Beige,What size is shown?,5
1b/1bba8a61.jpg,What is pictured?,Shoes,What color are they?,Beige,What is the shoe's style?,Flats
2e/2e2d36aa.jpg,What is in the image?,Container,What color is the container?,Teal,How many containers are shown?,Two
62/62e9bb0c.jpg,What is depicted?,Case,What color is it?,Black,What is the pattern?,Circles
b1/b1fb1bae.jpg,What is in the image?,Cabinet,What color is the cabinet?,White,What is above the cabinet?,Mirror
6d/6d7316a7.jpg,What is depicted in the image?,Case,What color is prominent?,Blue,Is the case opaque?,Yes
53/53b05d31.jpg,What is in the image?,Case,What color is the case?,Black,What is on the case?,Stars
0e/0e3024a7.jpg,What is in the image?,Case,What color is it?,Blue,What is the pattern?,Colorful
67/670022f7.jpg,What is in the image?,Case,What color is the case?,Blue,What is depicted on the case?,Water
2f/2f54c67f.jpg,What is in the image?,labels,What color are the labels?,White,How many labels are shown?,Six
39/39844d7c.jpg,What is depicted?,Mirror,What colour is the frame?,Black,Is the mirror opaque?,Yes
ff/ffdc8fe7.jpg,What is in the image?,Hooks,What color is the wood?,Walnut,How many hooks are there?,Three
d4/d4b1f312.jpg,What is in the image?,Shoes,What color is the strap?,Black,What color is the sole?,White
f4/f4cf9514.jpg,What is in the image?,Bucket,What color is the bucket?,Silver,How many buckets are shown?,One
bb/bb398033.jpg,What is depicted in the image?,Case,What color is the moon?,Red,What is the background color?,Black
a9/a976c24c.jpg,What is in the image?,bottle,What color is the bottle?,white,How many softgels?,180
e3/e328ccef.jpg,What is in the image?,Case,What color is the case?,Black,What is on the case?,Panda
ad/ad738ad5.jpg,What is in the image?,Chair,What color is it?,Blue,What is it made of?,Plastic
6a/6a63199e.jpg,What is depicted in the image?,Mattress,What color is the side?,Gray,What is the side's texture?,Hard
db/db82f50b.jpg,What is depicted in the image?,Roll,What color is the roll?,White,How many rolls are shown?,One
4e/4e1ab7fe.jpg,What is in the image?,Case,What color are the hearts?,Pink,Is the case opaque?,Yes
ff/ffc631ba.jpg,What is in the image?,INGREDIENTS,What is the primary color?,white,Is it opaque?,yes
88/88ec27a6.jpg,What is depicted in the image?,Chips,What colors are shown?,Yellow,What is the weight?,16oz
57/57333076.jpg,What is in the image?,Case,What color is the background?,Black,What is the pattern?,Stars
4c/4c308407.jpg,What is in the image?,Handle,What color is the handle?,Bronze,What is the shape of the handle?,Lever
06/064330cf.jpg,What is in the image?,Table,What color is the table?,Black,What is the table made of?,Wood
a3/a36595a5.jpg,What is depicted in the image?,Blades,What color are the blades?,Pink,How many blades are shown?,Ten
c6/c60e537e.jpg,What is in theimage?,sponge,What color is it?,pink,How many sponges are shown?,one
d7/d79e82a1.jpg,What is depicted in the image?,Case,What color is the dress?,Pink,What is shown on the sides?,Sides
7b/7b7752c2.jpg,What is in the image?,Case,What material is it made from?,TPU,What is the shape?,Rectangle
58/5838579b.jpg,What is depicted?,Earrings,What color are they?,Silver,How many are shown?,Two
76/765d28d8.jpg,What is in the image?,Case,What color is the case?,Black,What is written on the case?,Me
a9/a96cde61.jpg,What is depicted in the image?,Case,What color is the background?,Maroon,What is printed on the case?,Donuts
c8/c8120424.jpg,What is in the image?,Case,What color are the flowers?,Blue,What is the case made of?,Silicone
44/44828a54.jpg,What is in the image?,Earrings,What color are the earrings?,Silver,How many earrings are shown?,Two
9f/9ff18c66.jpg,What is in the image?,journal,What color is the paper?,white,How many pages are shown?,two
65/65fd1835.jpg,What is depicted?,Ring,What color is it?,White,What is the ring made of?,Gold
9d/9d70ebd6.jpg,What is depicted?,Case,What color are the butterflies?,Pink,What is the background color?,White
18/18ebc76a.jpg,What is in the image?,INGREDIENTS,What is the color?,black,What ingredient is listed?,WATER
b2/b2465ff0.jpg,What is in the image?,Stand,What color is it?,Black,What is the shape?,Rectangular
17/17932836.jpg,What is shown in the image?,Hat,What color is the hat?,Pink,How many items are shown?,Two
c7/c77fd401.jpg,What is in the image?,Pouch,What is the weight?,113g,What is the number of calories?,60
30/3065066d.jpg,What is depicted in the image?,Handles,What color are the handles?,Black,How many handles are shown?,Two
6a/6a59f632.jpg,What is in the image?,Bread,What color is the bread?,Brown,What is the shape?,Loaf
40/40bcc29c.jpg,What is in the image?,Cords,What color are the cords?,Blue,How many cords are shown?,Twelve
ea/ea1a1230.jpg,What is in the image?,Case,What color is the case?,Black,What is on the case?,Meow
51/51c83477.jpg,What is in the image?,INGREDIENTS,What is the primary color?,White,Is it opaque?,Opaque
28/2872c398.jpg,What is depicted?,Case,What color is the case?,Blue,What is printed on the back?,Burj
eb/eb56d53d.jpg,What is in the image?,Bed,What color is it?,Black,What is the bed made of?,Metal
14/14a48d3d.jpg,What is depicted in this image?,Faucet,What color is the faucet?,Chrome,What is the shape of the base?,Square
c6/c6c89def.jpg,What is in the image?,Case,What color is the case?,Black,What is the case made of?,Carbon
66/66747cdb.jpg,What is in the image?,Pump,What color is it?,Black,What is attached to the pump?,Cord
be/be19a698.jpg,What is in the image?,package,What color is the package?,black,How many items are present?,one
a1/a1c8d7a9.jpg,What is in the image?,Chair,What color are the legs?,Brown,What color is the chair?,Blue
8d/8d2a844a.jpg,What is depicted in the image?,Case,What color is the background?,Blue,What shapes are prevalent?,Hearts
49/49b89d7b.jpg,What is in the image?,sandal,What color is it?,Black,What is the shape?,Slide
65/6568964e.jpg,What is depicted in the image?,Case,What color is the background?,Black,What is on the case?,Stars
56/56007185.jpg,What is in the image?,Lozenge,What color is it?,White,How many are shown?,One
b1/b1002b84.jpg,What is depicted?,Case,What color is the background?,Black,What is on the case?,Stars
b6/b69377a8.jpg,What is in the image?,Case,What color is the primary color?,Pink,Is it transparent?,Opaque
77/77280911.jpg,What is in the image?,Charger,What color is it?,Black,What is the shape?,Square
ec/ecbed7ab.jpg,What is depicted in the image?,Bottle,What is the height of the bottle?,19.5cm,What color is the bottle?,Brown
23/23cdb869.jpg,What is depicted?,Board,What color is the board?,White,What is the board's shape?,Rectangle
56/56ae6295.jpg,What is depicted?,Floors,What color are the squares?,Teal,What is the primary color of the text?,Orange
8f/8fecd6b9.jpg,What is depicted in the image?,Case,What color is the sun?,Yellow,What is the main color of the background?,Orange
2b/2b62a4d8.jpg,What is in the image?,Case,What color is it?,Turquoise,What is the case made of?,Leather
53/5340cd9b.jpg,What is in the image?,Boxes,What color are the boxes?,Grey,How many boxes are there?,Four
5c/5ca6e2b6.jpg,What is in the image?,Faucet,What color is it?,Bronze,What is the faucet's shape?,Arc
5e/5e68febb.jpg,What is in the image?,hanger,What color is the wood?,light,How many clips are there?,three
4b/4bf61534.jpg,What is in the image?,Umbrella,What color is it?,Gray,What is its shape?,Round
ed/ed6ba41c.jpg,What is in the image?,pads,What is the primary color?,Clear,Are these pads transparent?,Yes
94/94924b27.jpg,What is in the image?,Case,What color is the case?,Brown,What is on the case?,Hearts
9e/9e979807.jpg,What is in the image?,Stool,What color is it?,Brown,What is it made of?,Wood
b4/b4d38bd0.jpg,What is in the image?,Case,What color is the heart?,Yellow,What is the letter?,A
4b/4b029bf3.jpg,What is in the image?,Net,What color is the frame?,Black,What is the shape?,Square
92/9294e591.jpg,What is in the image?,Case,What color is the case?,Orange,What number is shown?,One
